area;rooms;bathroom;parking spaces;total
260;3;2;4;2911
201;4;4;4;9311
200;3;4;4;4461
60;2;1;1;4746
70;2;1;1;2390
135;3;2;1;8623
336;6;2;3;7571
300;3;4;6;3416
600;5;5;4;13990
60;3;3;2;3014
254;3;4;4;11120
210;3;5;4;16310
178;3;4;2;13410
45;1;1;0;1050
70;3;1;0;1372
181;4;5;3;5312
72;2;2;1;2183
60;2;2;1;7363
55;2;1;1;2319
94;1;2;2;14910
210;3;2;1;18160
37;1;1;1;4642
41;2;1;0;1486
240;3;4;3;18070
70;2;1;0;1706
55;3;1;1;1052
150;3;1;0;1970
55;2;2;1;1878
390;3;3;2;8263
73;3;2;1;2241
57;1;1;1;3454
93;3;1;0;1990
88;2;2;2;3920
330;4;6;3;23120
130;3;3;2;3785
170;4;3;2;13900
220;3;4;4;9821
59;2;1;1;2221
500;4;4;3;11950
70;3;2;0;1570
55;1;1;1;1830
35;1;1;1;1795
33;1;1;1;3929
80;3;2;1;1593
2000;4;2;3;5238
60;1;1;1;3913
48;2;1;0;1400
53;1;1;1;1187
96;3;1;1;3976
25;1;1;0;1773
23;1;1;1;2909
83;1;1;1;10330
25;1;1;0;760
45;1;1;1;3600
70;2;2;2;2327
80;1;1;0;1220
78;1;1;0;2999
45;1;1;0;1123
43;1;1;0;2104
250;5;4;5;5936
350;5;6;6;22610
190;4;4;2;4307
117;3;4;4;4285
75;2;1;1;1036
113;4;2;2;7055
46;1;1;1;1056
100;3;2;1;3651
35;1;1;0;508
300;4;5;1;12760
57;2;1;1;1419
35;1;1;0;1938
110;3;2;2;3928
106;2;3;2;5349
120;3;3;1;4953
40;1;1;0;2030
97;3;1;0;2597
160;3;1;2;2994
80;4;4;3;9527
297;4;5;5;17510
400;5;4;6;6598
90;3;1;0;1910
93;3;3;1;4571
37;1;1;1;3538
300;4;2;2;10670
217;3;4;3;6242
77;3;2;2;7314
150;3;4;3;10380
60;2;1;0;2128
140;3;2;1;4226
96;3;2;1;2322
55;1;1;1;6328
170;3;2;2;4573
70;2;2;1;2630
400;10;9;8;9006
209;4;4;4;10130
91;2;2;2;10700
328;3;4;4;8259
92;3;3;2;2034
50;2;1;1;2502
85;2;1;0;3530
72;2;2;0;3740
140;4;2;1;5901
70;2;2;1;1990
130;3;3;3;6093
387;4;6;6;13210
126;3;3;2;4593
104;3;2;2;4889
550;4;4;4;15550
51;1;1;0;2426
140;4;3;3;4896
90;2;1;1;4089
70;2;2;2;2532
140;3;2;1;5923
20;1;1;0;1672
365;3;5;2;11460
200;2;3;2;15240
40;1;1;0;1089
66;1;1;1;6026
161;1;2;2;9305
75;2;1;0;3376
110;3;1;2;1993
82;2;1;1;1013
23;1;1;0;2253
65;3;2;1;2410
40;1;1;0;831
129;3;2;2;4998
114;1;1;1;4031
200;2;2;2;3214
101;3;2;2;4945
50;2;1;0;1016
400;4;3;2;9538
71;2;1;1;3376
72;2;1;0;1056
250;4;4;3;13330
50;2;1;1;1013
180;3;2;1;3489
31;1;1;0;873
86;2;1;0;2462
200;4;3;2;5596
130;3;2;1;7420
38;1;1;0;2199
20;1;1;0;1975
140;3;2;2;4714
40;1;1;0;1215
65;2;2;1;4813
300;5;3;3;8874
30;1;1;0;940
41;1;1;0;2178
98;3;2;1;1860
50;1;1;0;1161
68;2;2;2;5326
193;3;3;3;10520
32;1;1;1;2254
36;1;1;0;1752
167;3;1;0;1523
25;1;1;0;2499
55;2;2;1;1878
50;2;1;1;1862
125;2;4;1;10080
85;3;2;2;4250
170;2;2;0;3724
300;5;6;2;8921
23;1;1;1;3535
160;2;4;2;8770
210;3;5;4;10130
120;3;3;2;4623
406;3;4;2;19560
63;2;1;1;2215
127;3;4;2;5022
90;3;2;2;8608
373;4;5;7;12210
60;2;1;1;1670
650;4;6;5;10990
250;3;3;2;9112
318;4;2;2;4753
22;1;1;0;991
64;2;1;0;3935
172;4;5;3;9168
108;3;3;2;3746
31;1;1;1;3338
90;2;1;2;2256
81;2;1;0;4035
80;2;1;1;2635
243;3;2;1;10390
67;2;1;0;8635
160;3;1;1;3344
67;2;1;1;1802
90;3;2;3;2739
186;4;4;3;8155
15;1;1;0;710
62;2;2;2;2041
215;4;6;3;8832
28;1;1;0;2042
240;4;5;3;19940
70;2;2;1;5729
145;2;2;2;10800
47;1;1;1;2633
62;2;2;1;3326
270;4;5;6;8449
266;3;5;1;6841
109;1;1;2;13880
24;1;1;0;2496
80;3;2;2;3342
500;4;8;4;15130
150;3;1;1;6327
110;2;2;2;1734
110;2;3;2;14150
77;3;1;2;4728
850;5;7;8;18050
58;1;1;1;1746
145;3;3;1;10100
42;1;1;1;1687
62;2;1;1;1707
65;2;1;0;1547
33;1;1;1;3643
140;3;5;2;4209
326;3;2;3;7080
70;2;2;1;3600
25;1;1;0;1369
67;2;2;2;2998
50;1;1;0;1044
215;3;4;4;9801
55;2;1;1;1306
264;3;4;3;10160
270;4;2;1;10150
40;1;1;1;6376
90;2;2;0;2378
50;2;2;1;1872
68;2;2;2;8184
41;1;1;0;2952
420;3;5;5;9408
150;3;2;1;2538
220;4;5;3;11900
113;2;2;1;4089
268;4;4;4;10290
74;3;1;1;1528
53;2;1;1;3002
64;1;1;1;1664
45;1;1;1;3108
120;3;3;2;2274
167;3;3;4;8191
250;4;2;1;2957
28;1;1;1;1665
135;2;3;1;11500
42;1;1;0;1544
156;4;4;2;4045
300;4;5;5;16350
150;4;2;3;4527
54;2;2;1;2439
38;1;1;0;2375
474;5;5;7;16240
450;5;4;3;13380
343;4;3;4;7435
180;3;2;4;3046
100;2;2;2;2031
102;2;3;2;2538
470;4;5;3;12090
140;3;3;1;5485
380;4;1;0;3065
140;2;2;1;3446
520;3;4;3;7751
130;3;2;3;7729
49;1;1;1;3839
28;1;1;0;1723
58;2;1;1;1429
32;1;1;1;2658
48;2;1;1;2352
30;1;1;0;2224
26;1;1;0;2927
65;2;1;0;1845
98;3;2;2;2760
234;3;4;4;10020
59;2;1;1;1683
97;2;3;1;7463
65;2;2;1;1675
42;1;1;1;2876
94;3;2;1;5268
147;4;2;3;5943
73;3;2;2;3294
40;1;1;0;4264
350;3;5;5;3327
384;3;3;4;12710
48;1;1;2;9634
96;3;2;1;3798
55;2;1;0;1517
330;4;4;3;7522
49;1;1;0;1268
170;3;2;1;4446
243;2;3;2;5248
216;4;4;3;12190
60;2;1;1;1309
200;3;4;2;3038
48;1;1;0;1048
130;3;2;6;2416
55;2;1;1;1926
200;4;3;2;6288
101;3;2;2;2979
20;1;1;0;2165
97;3;3;2;3865
83;2;2;1;5817
47;1;1;1;985
110;2;2;1;5885
140;4;4;2;3963
242;3;4;3;9439
35;1;1;0;1587
100;2;2;0;5806
134;3;3;1;4945
50;2;1;1;1053
67;3;1;1;1689
150;2;3;0;4185
174;3;4;3;16690
120;3;3;1;2918
90;4;2;0;1883
16;1;1;0;891
110;3;1;1;2060
277;2;3;4;20010
79;3;1;1;2123
180;4;3;2;4664
300;3;3;2;10850
270;2;3;4;3489
25;1;1;0;915
78;1;1;1;4698
82;2;2;1;4174
55;2;1;2;1275
420;4;5;4;10820
115;2;3;2;4452
45;2;1;1;1014
47;3;1;1;1738
250;3;3;2;4432
95;3;2;1;6703
54;2;2;1;1681
200;3;2;2;12570
380;3;3;5;12780
60;2;2;0;5353
300;3;3;2;6288
75;3;1;1;1355
32;1;1;1;1843
24;1;1;0;1646
49;1;1;1;3699
50;2;1;0;1950
40;1;1;0;2890
30;1;1;1;4076
70;2;1;1;1428
146;2;1;1;2499
120;2;2;0;6401
67;3;1;1;1293
347;4;4;3;12410
80;2;2;1;1780
40;2;1;0;3187
44;2;1;1;1225
80;2;1;0;2850
106;3;3;1;4074
137;3;4;2;5282
248;3;4;4;10670
350;4;3;2;14710
90;2;1;2;3567
16;1;1;0;1438
108;3;3;2;4978
120;3;2;1;3661
54;2;1;1;2215
190;1;2;10;3993
100;3;3;1;2229
120;3;2;1;3390
40;1;1;1;6066
185;2;2;2;1937
50;1;1;0;4630
233;3;6;5;6597
47;2;2;2;3189
49;1;1;0;4684
76;3;2;2;2381
60;2;1;0;1967
200;4;5;3;7992
200;3;4;2;7101
184;3;3;2;6889
117;3;4;2;8018
80;3;1;0;1273
60;2;2;1;2793
140;3;2;1;8324
55;1;1;0;2225
131;3;2;1;6136
142;3;4;3;6783
35;1;1;1;1519
40;1;1;0;1059
57;1;1;0;6394
30;1;1;0;1207
800;5;7;5;15560
250;2;2;0;4407
37;1;1;1;2170
240;4;5;3;13900
95;3;2;1;2450
30;1;1;0;1583
380;7;7;6;6305
50;2;1;0;2482
32;1;1;1;1377
104;3;3;2;7377
31;1;1;0;1925
700;4;5;2;11500
138;3;3;0;8173
77;2;1;1;5556
35;1;1;0;1572
216;4;3;4;6087
60;2;1;1;1327
115;3;2;2;3121
222;4;3;4;3203
84;3;2;1;4554
156;3;3;1;5803
34;1;1;0;1116
60;2;1;1;1567
50;2;2;1;1623
210;3;3;2;9230
240;4;2;4;8121
336;4;6;5;12550
60;2;1;1;1268
194;3;3;2;5729
70;1;1;0;2276
46;1;1;0;1721
185;3;2;2;7838
90;1;2;2;10100
90;3;2;1;1730
175;1;3;2;5095
140;3;2;1;6786
400;2;5;4;6575
127;3;2;1;3703
60;2;2;1;4092
230;3;3;3;5162
48;1;1;1;8086
62;3;2;1;3402
110;3;2;1;5950
80;3;3;2;4016
54;1;1;0;3451
42;1;1;1;5157
55;2;1;1;1098
161;3;5;3;9691
70;2;1;1;1579
35;1;1;0;1807
360;4;4;4;17390
45;1;1;1;3764
55;1;1;0;890
25;1;1;0;2169
68;3;2;1;2735
900;3;4;8;24110
71;2;1;0;1335
250;3;2;1;8871
305;4;5;5;21020
81;3;2;1;2392
234;3;4;4;6731
54;1;2;0;1021
70;2;1;1;6073
100;3;2;1;2564
48;1;1;1;5839
88;2;2;1;2705
40;1;1;0;2084
76;1;1;0;2192
109;3;2;2;8058
160;3;3;2;4319
106;2;1;0;1923
90;4;2;0;2548
70;2;2;1;2691
120;2;1;4;2238
230;3;3;3;7052
130;2;2;2;4001
67;2;2;1;2930
140;4;3;2;4795
80;3;2;0;1891
40;1;1;0;1675
49;2;1;1;1239
73;3;1;1;5257
110;2;3;3;2242
79;3;2;1;3073
40;1;1;0;1526
370;4;6;0;13800
140;4;3;2;3184
300;4;4;2;11880
40;1;1;1;2031
100;3;2;2;3000
63;2;2;1;2573
150;3;2;1;6816
190;3;3;3;16250
100;3;2;2;3796
132;6;4;2;4367
127;2;3;3;6142
222;3;3;2;2713
80;2;2;1;1715
208;4;4;3;16840
480;4;4;6;11150
360;3;5;2;19530
142;3;2;2;3042
150;3;3;0;6508
54;2;1;1;2181
35;1;1;0;1493
44;2;1;1;1364
130;3;2;1;5858
70;2;2;0;1865
68;2;1;0;1547
212;4;3;4;19760
35;1;1;1;4035
116;3;2;1;2762
80;1;1;0;2352
47;1;1;1;3149
60;3;2;1;1918
75;2;1;0;1656
60;1;1;1;1958
100;2;1;0;5201
22;1;1;1;1520
75;3;2;1;3762
75;2;3;2;3101
65;2;1;1;930
25;1;1;0;1633
194;4;3;2;6280
75;2;2;0;2140
51;2;1;0;1206
63;2;2;2;4899
90;2;2;1;1833
45;2;1;1;4506
85;2;2;1;3208
70;2;2;1;2476
66;2;1;0;1934
45;1;1;0;1585
114;3;2;1;3802
26;1;1;0;2771
60;1;1;2;2030
44;1;1;0;1427
20;1;1;0;1563
91;2;3;2;12490
70;2;2;1;1708
30;1;1;0;1591
308;4;5;4;17120
90;2;2;1;4089
217;3;5;6;5493
47;1;1;0;2194
60;2;1;1;1974
35;1;1;0;1572
490;3;5;4;12420
180;3;3;2;4639
65;2;2;2;2420
76;2;2;2;2359
56;2;1;1;1815
68;1;1;0;2020
56;1;1;1;2140
131;3;2;2;13430
100;3;1;4;2764
72;2;2;1;3007
88;3;2;1;1873
38;1;1;0;2724
49;2;1;1;1821
60;1;1;1;5659
80;2;1;1;4440
280;5;3;3;4189
510;4;3;5;10670
148;1;2;4;12420
76;3;2;1;2233
110;3;2;1;1969
22;1;1;1;1292
42;1;1;1;2564
59;2;1;1;2212
158;4;4;4;5205
65;2;2;1;1312
20;1;1;0;2555
298;4;4;1;3046
38;1;1;0;3310
213;4;4;3;10340
150;3;2;3;2054
60;1;1;0;1363
65;2;1;1;1602
169;4;4;4;9472
100;2;3;1;5599
158;4;4;3;9159
150;2;2;2;6758
49;2;1;0;1940
260;4;4;4;9881
65;1;1;1;3554
380;6;5;3;9553
70;3;1;0;1446
180;2;1;0;2046
105;2;1;0;1722
300;8;3;1;4566
190;3;3;1;11610
67;2;2;2;1298
96;2;2;2;10320
75;2;2;1;1769
45;1;1;1;1515
60;2;1;1;2414
45;1;1;1;3881
38;1;1;1;4894
75;1;1;1;1707
442;5;6;6;8914
220;3;3;2;13380
140;3;1;2;6504
76;3;2;1;1922
60;2;1;1;998
50;1;1;0;1065
165;4;3;2;5122
90;1;1;0;1227
62;2;1;1;1739
120;3;2;2;3858
279;4;5;4;4953
79;3;2;0;4510
45;1;1;0;1473
36;1;1;0;1542
47;1;1;0;1340
270;4;4;8;3393
25;1;1;0;1661
45;2;1;1;1446
255;4;4;3;13360
55;1;2;1;1785
85;3;3;2;6903
200;3;3;2;3241
55;2;2;0;1745
180;5;5;2;4118
64;2;2;2;2854
42;2;1;1;1937
300;3;3;5;6316
32;1;1;1;4242
64;2;1;2;2393
72;2;2;1;2112
30;1;1;0;1013
55;2;1;0;1504
253;3;5;5;11370
147;3;2;0;5804
110;3;3;1;6079
400;4;3;4;5901
350;5;4;2;5380
510;5;5;5;12470
246;3;4;4;14960
92;3;4;2;3176
54;2;2;1;2997
130;3;2;0;5752
53;2;2;1;2125
59;2;1;1;2109
153;3;2;2;10230
78;2;1;1;1425
305;3;3;3;10840
54;1;1;1;2005
80;2;2;0;1985
26;1;1;0;1817
96;2;1;1;3486
70;3;1;1;1984
56;2;1;1;3062
320;5;3;4;5810
30;1;1;0;874
45;1;1;0;1353
60;2;1;0;1661
101;2;3;1;4712
220;4;4;2;6293
60;2;1;0;1263
62;2;1;1;2228
65;2;1;1;1915
111;2;2;1;1373
140;2;1;2;4882
17;1;1;0;2477
90;3;2;2;5095
40;1;1;0;1451
70;2;2;0;7079
370;4;5;5;11860
48;2;1;1;1422
130;3;2;1;3403
303;3;4;4;22770
150;3;4;3;14440
45;1;1;1;8590
190;4;4;3;8524
250;4;4;0;4005
78;3;2;2;2385
160;3;3;2;2545
100;3;2;1;2964
298;3;4;3;16210
140;3;3;1;1686
78;2;2;2;5006
47;1;1;1;2159
80;2;1;2;3600
20;1;1;0;2555
60;2;1;1;2245
52;1;1;0;3400
75;3;1;1;1439
45;2;1;1;2901
26;1;1;0;922
120;3;2;0;2313
239;4;4;4;8571
22;1;1;1;2728
750;7;6;5;6447
148;3;2;2;5753
80;2;1;0;1811
76;3;1;2;3479
45;1;1;1;3866
74;3;2;1;2521
38;1;1;1;874
57;1;1;0;6394
40;1;1;0;809
147;3;3;2;4261
300;4;5;2;12110
50;2;1;1;1768
55;1;1;1;4276
25;1;1;0;1945
80;3;2;2;5006
300;2;4;3;7005
680;4;5;8;8338
252;4;5;5;17510
208;3;3;2;9995
36;1;1;0;1331
50;2;1;1;1373
70;1;2;0;1219
184;5;3;2;3136
100;2;2;2;5955
73;2;1;0;1655
140;3;2;1;3222
240;3;2;1;10460
60;2;1;1;2735
170;3;3;2;6561
59;2;1;1;2269
169;3;2;1;4343
58;1;2;2;1961
110;2;1;1;1175
70;2;2;0;1523
27;1;1;0;1150
200;3;2;3;5651
180;3;2;2;9191
33;1;1;1;2863
120;2;3;0;7556
47;1;1;1;2633
470;5;4;6;7976
277;3;4;4;3246
71;3;2;0;1777
40;1;1;1;1219
90;2;1;0;5229
244;3;4;2;5103
55;1;1;1;1684
92;3;2;2;4100
318;5;3;2;4498
74;3;1;0;1665
60;2;2;1;2877
120;3;3;1;2834
30;1;1;1;4204
55;1;1;1;7389
38;1;1;0;1170
55;3;1;0;741
182;3;2;1;11390
77;2;2;1;3045
160;3;1;4;3587
346;4;4;4;9036
80;2;1;0;2437
88;3;2;2;2979
75;2;2;1;3706
120;3;2;0;5138
28;1;1;0;1896
29;1;1;0;2431
67;3;1;1;1217
110;3;2;1;7948
170;3;2;1;7685
80;2;2;1;1598
72;2;1;1;2319
76;1;2;2;5300
126;2;2;1;5807
150;1;2;2;6970
40;1;1;0;1850
84;3;2;3;5104
100;4;4;1;5757
209;3;3;0;7054
100;3;2;1;2283
50;2;1;1;1677
110;3;3;2;3897
23;1;1;0;2070
50;1;1;0;1303
68;1;2;1;5858
86;2;1;0;1479
57;2;2;1;1640
110;2;2;1;4838
69;2;1;1;2110
48;1;1;1;1049
240;3;5;3;15690
84;3;2;0;1647
88;2;2;3;7021
270;3;2;2;12700
66;2;1;1;2469
81;3;1;1;2294
184;4;3;3;6508
170;3;2;2;3096
500;3;5;2;21190
200;3;4;3;9713
70;2;2;1;2519
155;4;5;3;8525
100;3;1;0;3554
198;1;1;3;12290
45;2;1;0;3236
40;1;1;1;7011
30;1;1;0;1359
44;1;1;1;3456
98;3;2;2;5493
73;3;1;0;1150
340;4;4;4;11310
101;3;2;0;2486
30;1;1;0;2243
80;1;1;0;1685
30;1;1;1;507
999;4;5;6;20230
171;3;5;3;12930
100;3;2;1;2590
70;2;1;1;3485
49;1;1;0;3467
62;2;2;0;1318
162;4;5;3;5992
260;4;4;4;20030
266;4;4;2;7276
250;3;5;5;20450
124;3;3;2;4981
57;3;1;1;1268
218;3;4;2;10030
210;4;4;4;17590
274;3;2;2;3090
52;2;2;1;2214
254;4;6;5;13420
147;3;3;3;5112
78;2;2;1;1856
60;2;2;0;1998
130;3;2;0;4385
50;1;1;1;3605
110;3;2;3;4117
80;2;1;0;3330
376;5;6;4;18390
50;2;1;0;1895
179;3;2;2;12650
163;3;5;3;11730
110;3;1;1;3023
330;6;4;3;14350
35;1;1;0;2124
96;3;3;2;5033
90;2;3;0;2124
45;1;1;0;1599
130;3;1;1;5685
77;2;1;0;1980
35;1;1;1;3573
280;3;4;4;17000
24606;5;4;4;18320
344;4;4;3;3679
140;4;2;2;3124
95;3;4;1;4251
55;2;1;1;1216
54;1;2;0;1021
50;2;1;2;1191
200;4;5;4;13880
50;1;1;1;3054
200;4;2;3;4568
67;2;2;1;4381
62;3;2;1;2376
50;1;1;0;2331
77;2;2;2;2987
220;3;3;2;5174
253;4;5;3;6252
500;4;4;3;9136
35;1;1;0;1292
23;1;1;1;2861
325;4;3;2;14220
28;1;1;0;977
76;2;2;1;5007
70;2;1;1;1865
120;3;4;2;4933
180;3;3;0;2729
350;4;3;4;6834
60;1;1;0;1003
87;2;2;2;3640
80;3;1;0;3215
90;3;1;0;2807
200;4;3;8;10750
260;4;4;3;20760
100;3;1;2;6661
50;2;2;0;1163
800;4;7;8;13850
75;1;2;2;3945
213;3;2;0;5872
70;2;2;1;1777
55;2;1;0;1344
264;3;3;2;8513
66;2;1;1;2005
269;4;5;0;9128
50;2;1;1;2053
400;4;5;5;12050
38;1;1;0;1937
50;2;1;0;2334
84;1;1;1;3707
40;1;1;1;1606
50;1;1;0;701
27;1;1;0;1150
90;2;2;0;3561
50;1;1;0;1822
220;3;4;1;14170
106;3;3;1;3852
65;2;1;2;2970
70;2;1;1;1379
260;2;3;4;5725
60;2;1;1;1192
80;2;2;0;1742
132;3;2;3;2597
85;2;2;2;8609
600;4;6;6;14770
87;2;2;1;5230
78;3;1;2;3860
188;3;3;3;10740
38;1;1;1;1892
209;4;4;5;13920
280;4;5;4;17370
420;4;4;4;24530
68;2;1;0;1052
46;1;1;0;1315
63;2;1;2;3583
220;3;3;3;4080
150;3;4;2;3088
98;2;2;2;10510
119;3;3;2;4368
40;1;1;0;1044
110;3;1;1;3273
50;2;3;0;1851
25;1;1;0;2705
75;2;1;1;2774
50;2;1;1;1867
152;4;2;1;5847
330;4;2;8;4449
251;3;2;2;3788
120;3;3;2;4859
64;1;2;2;2910
180;3;2;1;3455
61;3;1;1;1905
62;2;1;0;1266
35;1;1;1;3999
60;2;1;1;1598
58;1;2;2;2683
146;3;5;2;8208
176;3;4;3;8958
220;6;2;2;3780
47;2;1;1;1568
30;1;1;0;697
103;3;2;0;3177
600;7;6;2;10220
200;4;5;3;6450
34;1;1;0;1775
95;2;1;1;2944
215;4;4;2;9594
60;2;1;1;1864
145;3;2;1;13120
102;3;2;2;1625
44;1;1;1;4156
90;2;2;0;6104
180;4;3;1;6876
123;3;3;1;3044
54;2;2;1;3213
50;1;1;1;2895
100;2;1;1;1800
36;1;1;1;1478
92;1;2;1;3875
68;2;2;1;2605
94;3;3;3;6237
25;1;1;0;760
60;2;2;0;1320
321;5;3;5;15450
116;3;4;2;5605
40;1;1;0;1026
100;3;2;2;2426
70;2;1;0;1483
48;1;1;1;2323
115;3;5;2;9414
90;1;1;1;4557
89;2;2;1;3886
30;1;1;0;1544
39;1;1;0;962
42;1;1;1;5977
400;4;5;5;7659
47;1;2;1;3147
124;2;2;2;7403
120;3;2;3;2414
45;1;1;0;736
270;3;2;4;7765
108;3;2;1;4942
128;3;4;4;10000
179;4;2;0;5164
140;4;2;2;3041
27;1;1;0;1517
250;3;4;2;9894
350;4;3;3;4688
208;3;2;2;7364
80;3;1;0;2312
34;1;1;1;3805
150;4;3;0;3162
127;3;3;2;9285
296;4;5;2;9628
61;1;1;0;3172
375;4;4;3;12530
370;5;4;3;15500
30;1;1;0;1611
480;5;7;5;18510
33;1;1;1;5045
84;3;1;0;4249
340;8;5;4;8506
97;3;3;3;4058
110;3;2;1;4211
77;3;3;2;3546
105;3;2;1;4381
33;1;1;1;2103
25;1;1;0;2406
130;2;2;2;4559
480;4;7;5;8863
240;3;3;3;14330
80;2;2;1;3593
50;2;1;2;2817
32;1;1;0;1414
48;2;1;1;1601
90;3;3;1;2651
30;1;1;0;1954
75;2;2;1;3464
59;2;2;1;2010
25;1;1;0;1773
140;4;3;2;4359
100;2;1;1;5344
23;1;1;0;1003
124;3;2;1;4144
84;2;3;2;9908
69;2;2;1;4859
100;3;1;0;2249
70;1;2;1;5211
88;3;2;1;1628
465;7;7;2;15680
90;3;2;2;4899
120;3;3;1;4884
277;3;4;2;11530
270;4;6;3;5745
216;3;2;1;5423
150;1;2;0;1219
360;4;7;5;10450
110;2;4;2;3639
50;2;1;1;1669
98;2;2;2;9646
190;3;3;3;7731
35;1;1;1;2861
350;3;5;3;13430
950;6;6;2;12670
213;4;5;4;15010
100;3;2;1;4329
240;4;4;4;20570
77;2;1;1;1502
217;3;4;4;17990
218;4;4;3;11960
31;2;1;0;1054
380;4;7;7;23690
40;1;2;0;2377
48;1;1;1;4765
55;1;1;0;1560
270;3;3;3;10160
80;2;3;1;5408
50;1;1;0;1874
38;2;1;0;3868
320;4;5;4;9487
500;3;6;0;8164
110;3;3;0;2694
300;3;3;2;11430
30;1;1;0;685
58;2;2;1;4457
18;1;1;0;1742
139;4;4;8;3818
210;4;5;2;11250
50;2;1;1;1386
70;1;1;2;9781
36;1;1;0;1455
48;1;1;0;1114
92;3;2;1;1842
189;3;2;0;6381
38;1;1;1;2929
351;3;4;2;13210
64;2;1;1;3505
31;1;1;1;2984
90;3;2;2;3699
40;1;1;0;4385
180;3;4;4;20610
64;3;1;1;2077
190;3;4;3;8195
400;3;3;4;14510
180;4;5;3;12050
73;1;1;0;3960
64;2;2;2;3112
65;3;1;1;3114
400;4;5;4;17550
48;2;1;1;6130
40;1;1;1;2384
61;2;1;0;1867
85;2;1;0;2240
235;4;3;1;12760
347;4;5;4;17150
25;1;1;0;797
85;2;2;1;5150
103;3;3;2;8341
159;3;3;2;3575
42;1;1;1;4371
100;3;2;1;2653
111;1;2;2;9968
40;1;1;1;1845
92;3;2;3;3309
480;5;6;4;12940
55;2;2;2;2874
24;1;1;1;1373
50;1;1;1;1216
80;2;1;0;2279
230;3;2;0;3032
72;2;1;0;1485
90;2;1;0;1750
22;1;1;0;710
455;4;5;4;31580
140;3;2;1;4511
23;1;1;1;1594
46;1;1;0;1142
70;1;1;1;2846
150;5;3;0;3404
55;1;1;0;997
40;1;1;0;2141
91;2;1;1;2478
140;2;1;3;2732
50;1;1;0;1917
52;2;1;1;1318
100;3;1;1;4989
160;4;3;3;9231
50;1;1;0;762
137;3;2;1;3573
42;1;1;0;1495
650;3;7;2;10650
90;3;2;0;2031
30;1;1;0;2415
254;4;4;3;8644
40;1;1;1;4526
130;4;2;1;4188
128;3;3;2;4602
78;2;1;3;1788
42;1;1;0;711
140;3;3;2;3301
46;1;1;0;1721
50;2;1;1;1485
54;1;1;1;5917
40;1;1;1;3920
50;2;1;1;1684
75;3;1;1;2298
472;3;2;4;7248
360;5;3;6;5083
308;4;4;3;21890
50;1;1;1;6160
540;4;5;5;10820
321;3;5;2;8501
70;3;2;1;1779
130;3;2;2;4170
170;3;2;2;4835
60;2;2;1;6878
45;1;1;0;5088
60;2;1;1;1305
340;5;4;2;233200
58;2;1;0;1090
195;4;3;3;14060
100;2;4;0;3039
50;1;1;0;778
54;2;1;1;1321
55;2;1;1;1673
48;1;1;2;6047
58;2;1;1;2737
200;3;4;3;11780
77;3;1;2;2055
72;2;1;1;1720
50;2;1;2;2386
95;2;2;1;32180
130;3;2;0;5626
30;1;1;0;1210
300;4;3;4;17590
95;3;2;1;3542
80;3;1;1;2393
310;3;3;2;18760
170;3;2;0;2930
46;2;1;0;1381
97;3;2;0;3940
130;3;2;1;9521
30;1;1;0;1505
40;1;1;1;3121
90;3;2;2;3167
89;2;2;2;9589
240;3;3;5;6545
106;3;2;0;3600
80;2;1;1;2237
22;1;1;1;2754
141;4;3;2;6103
340;4;6;6;15480
105;4;2;2;8642
70;3;1;1;1867
200;3;2;1;9644
62;2;1;0;1020
74;2;3;2;3731
333;5;4;3;10190
250;4;2;5;5603
70;1;1;1;4188
120;3;2;2;7870
35;1;1;0;1150
67;2;1;0;2436
220;4;3;4;5839
80;3;2;2;3267
57;1;1;1;5824
100;2;2;2;2512
60;1;1;0;1360
87;3;2;1;2439
530;4;4;6;11000
35;1;1;0;791
140;3;2;2;5546
45;2;2;0;1739
70;1;1;1;4716
140;3;3;1;2778
80;3;2;1;2999
50;1;1;0;1218
108;3;2;2;4039
60;3;1;1;2791
30;1;1;1;4105
110;3;3;2;5041
70;2;1;1;2042
360;3;5;4;7656
348;3;3;3;6441
270;3;4;3;13600
86;2;2;1;7446
100;3;4;2;4889
30;1;1;1;2448
146;3;4;3;12330
100;3;3;1;2092
185;3;2;1;9477
300;3;5;2;5279
120;3;4;0;3717
195;3;3;2;3365
110;1;3;2;10020
210;3;3;3;10110
400;4;6;3;8803
42;2;1;1;938
180;3;1;0;3823
329;4;2;2;8840
44;1;1;0;1518
28;1;1;1;1817
90;3;2;1;5159
90;2;1;0;3012
200;2;1;0;3134
240;3;4;3;6291
55;2;1;0;1802
90;3;2;0;5036
85;3;1;2;3150
255;4;4;3;12050
280;5;2;1;8121
32;1;1;0;2059
29;1;1;0;1123
48;1;1;1;3668
170;3;2;2;2433
45;1;1;1;3340
341;4;6;4;14460
80;2;2;0;1987
153;3;2;1;4240
120;3;2;1;3489
33;1;1;0;2021
180;4;4;2;7977
84;3;1;1;2313
73;3;2;1;3829
50;1;2;1;4099
40;1;1;1;5159
216;3;4;4;18390
44;1;1;1;2880
120;3;2;2;2372
150;3;3;2;10580
136;3;2;3;4257
54;1;1;0;1440
100;2;1;1;5483
50;2;1;1;1712
60;2;1;0;951
125;3;2;1;5301
28;1;1;0;2345
78;2;1;0;1814
46;1;1;0;1235
35;1;1;1;3604
104;3;2;2;6186
215;3;3;2;19030
100;3;2;2;2299
30;1;1;1;715
43;1;1;0;1797
234;3;4;3;9573
37;1;1;0;3214
